eventid,date,extended,provstate,city,latitude,longitude,specificity,vicinity,summary,crit1,crit2,crit3,success,suicide,attacktype1_txt,targtype1_txt,targsubtype1_txt,corp1,target1,natlty1_txt,gname,motive,guncertain1,nperps,nperpcap,claimed,weaptype1_txt,weapsubtype1_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,propextent_txt,addnotes,scite1,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197005150004,1970-05-15,0,Washington,Seattle,47.610786,-122.331306,1.0,0,"5/15/1970: Larry G. Ward, an African American, was shot and killed by police as he attempted to bomb the Hardcastle Realty office in Seattle, Washington, United States. The real estate office was the target of a bombing a month earlier.",1,1,1,0,0,Bombing/Explosion,Business,Unspecified,Hardcastle Realty,"Hardcastle Realty, Seattle",United States,Black Nationalists,Unspecified,0.0,1,0,0.0,Explosives,Dynamite/TNT,Three sticks of dynamite taped to a fuse and blasting cap,1,1,1,0,0,0,Unspecified,"Police received intelligence that the realty office would be attacked and two officers were waiting at the scene.  Ward succeeded in lighting the fuse, but the bomb failed to ignite.  Hardcastle realty was previously bombed in attack 197004190002.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005160001,1970-05-16,0,New York,New York City,40.697132,-73.931351,1.0,0,None,1,1,1,0,0,Bombing/Explosion,Military,Military Recruiting Station/Academy,U.S. Military,Recruiting Station,United States,Cuban Action,Unspecified,0.0,3,0,Unspecified,Explosives,Other Explosive Type,Bomb in loaf of bread,0,0,0,0,0,0,Unspecified,None,Unspecified,HSI,1,1,0,1,None
197005190001,1970-05-19,0,Missouri,Afton,38.550245,-90.332723,1.0,0,"5/19/1970: Unknown perpetrators firebombed the Selective Service offices in Afton, Missouri, United States. There were no casualties but the fire caused an estimated $1,600 in damages.",1,1,1,1,0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Selective Service,"Selective Service offices, Afton Missouri",United States,Left-Wing Militants,Protest and sabotage the draft,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb,0,0,0,0,0,0,Minor (likely < $1 million),This was one of many attacks against government targets within the United States following the shooting of four Kent State students by Ohio National Guardsmen and the shooting of two students at Jackson State University by Mississippi Police.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005200001,1970-05-20,0,Florida,Quincy,30.588141,-84.580929,1.0,0,"5/20/1970: Unknown perpetrators bombed a substation of the Florida Power Company in Quincy, Florida, United States. There were no casualties but the main transformer was destroyed causing an estimated $600,000 in damages.",1,1,1,1,0,Bombing/Explosion,Utilities,Electricity,Florida Power Company,Quincy Substation,United States,Unknown,Unspecified,0.0,-99,-99,0.0,Explosives,Dynamite/TNT,Dynamite explosion,0,0,0,0,0,0,Minor (likely < $1 million),None,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005200002,1970-05-20,0,Pennsylvania,Carlisle,40.20119,-77.189169,1.0,0,"5/20/1970: Unknown perpetrators attempted to firebomb the Selective Service building in Carlisle, Pennsylvania, United States, but the five Molotov cocktails failed to ignite.",1,1,1,0,0,Facility/Infrastructure Attack,Government (General),Government Building/Facility/Office,Selective Service,"Selective Service building, Carlisle Pennsylvania",United States,Left-Wing Militants,Protest and sabotage the draft,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Five Molotov cocktails,0,0,0,0,0,0,Unspecified,This was one of many attacks against government targets within the United States following the shooting of four Kent State students by Ohio National Guardsmen and the shooting of two students at Jackson State University by Mississippi Police.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005200003,1970-05-20,0,Florida,Miami,25.774591,-80.214195,1.0,0,"5/20/1970: Members of the Black Afro Militant Movement threw Molotov cocktails at Dorsey Junior High School in Miami, Florida, United States. There were no casualties and it is unknown if the firebombs caused any damage to the school.",1,1,1,1,0,Facility/Infrastructure Attack,Educational Institution,School/University/Educational Building,Unspecified,"Dorsey Junior High School, Miami Florida",United States,Black Afro Militant Movement,"To protest the dilapidated conditions of the school, the busing of the students, and the fact that facility was closed by the School Board.",0.0,5,5,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Molotov cocktails thrown into the school,0,0,0,0,0,0,Unknown,Five members of the Black Afro Militant Movement were convicted of the incident in 1972 following a previous trial that went to a hung jury.  BAMM committed two other attacks in the Miami area during the same month (197005130004 and 197005050004),"""Final Report to the Grand Jury: B.A.M.M.,"" Eleventh Judicial Circuit Court of Florida, Dade County, November 9, 1970.",Hewitt Project,0,0,0,0,None
197005210001,1970-05-21,0,California,Trona,35.76625,-117.370674,1.0,0,"5/21/1970: Unknown perpetrators bombed the residence of a foreman employed by the American Potash Plant in Trona, California, United States. There were no casualties but the explosion caused major damage to the home and furnishings. At the time, the American Potash Plant of Trona was the scene of a major workers strike.",1,1,1,1,0,Bombing/Explosion,Private Citizens & Property,Laborer (General)/Occupation Identified,Unspecified,Home of foreman employed by American Potash and Chemical Company,United States,Strikers,Unspecified,0.0,-99,-99,0.0,Explosives,Unknown Explosive Type,None,0,0,0,0,0,0,Minor (likely < $1 million),"Other attacks in Trona during the American Potash Plant strike include 197004050004, 197004050005, 197004140002, 197004220001, and 197004220001.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005220001,1970-05-22,0,New York,New York City,40.697132,-73.931351,1.0,0,None,1,1,1,1,0,Unarmed Assault,Terrorists/Non-State Militia,Terrorist,Palestinian Liberation Organization,2 PLO Offices,West Bank and Gaza Strip,Jewish Defense League (JDL),Unspecified,0.0,6,0,Unspecified,Melee,Blunt Object,Axe handles,0,0,0,3,0,0,Unspecified,None,Unspecified,HSI,0,1,1,1,None
197005220002,1970-05-22,0,Minnesota,St. Paul,44.946604,-93.136446,1.0,0,"5/22/1970: Police Officer James Sackett was murdered by a sniper after he responded to a fake emergency call in St. Paul, Minnesota, United States. More than thirty-five years after Sackett's death, Ronald Reed and Larry Clark were convicted of the murder. The assailants were black nationalists who wanted to kill a police officer.",1,1,1,1,0,Armed Assault,Police,Police Security Forces/Officers,St. Paul Police Department,St. Paul Police Officer,United States,Black Nationalists,To kill police indiscriminately,0.0,2,2,0.0,Firearms,Rifle/Shotgun (non-automatic),High-powered rifle,1,1,0,0,0,0,Unspecified,"Constance Trimble, the former girlfriend of Ronald Reed, stated that she made the phony phone call to lure a St. Paul Police Officer.  Reed and Clark were both convicted of first-degree murder and conspiracy and sentenced to life in prison.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",Hewitt Project,-9,-9,0,-9,None
197005220003,1970-05-22,0,Iowa,Ames,42.025345,-93.620199,1.0,0,"5/22/1970: Suspected members of the Black Panthers bombed the Ames Police Headquarters located in the city hall of Ames, Iowa, United States. Ten people were injured and an estimated $50,000 in damage was caused.",1,1,1,1,0,Bombing/Explosion,Police,"Police Building (headquarters, station, school)",Ames Police Department,"Police Headquarters, Ames Iowa",United States,Black Panthers,To kill police officers,1.0,-99,-99,0.0,Explosives,Unknown Explosive Type,Bomb,0,0,0,10,10,0,Minor (likely < $1 million),"Earlier in the week, Ames City Hall received a bomb threat.  Telephone service in downtown Ames was temporarily put out of service as a result of the blast.  On May 5th 1970, a large quantity of dynamite was stolen from Quick Supply, a dynamite supply warehouse in Ankeny Iowa.  Police believed that the stolen dynamite was used by the Black Panthers in this attack as well as in four other incidents taking place in Iowa during May and June 1970 (197005130001, 197006130001, 197006210001, and 197006290001).","Committee on Internal Security House of Representatives, ""Black Panther Party, Part 4,"" U.S. Government Printing Office, October-November, 1970.",Hewitt Project,0,0,0,0,None
197005250001,1970-05-25,0,North Carolina,Oxford,36.312,-78.5882,1.0,0,"5/25/1970: Unknown African American perpetrators firebombed the Chapman Lumber Company in Oxford, North Carolina, United States. There were no casualties but the business was destroyed. This incident took place during heightened racial tensions in Oxford.",1,1,1,1,0,Facility/Infrastructure Attack,Business,Industrial/Textiles/Factory,White owned business in Oxford North Carolina,Chapman Lumber Company,United States,Black Nationalists,To protest the White establishment in Oxford North Carolina and economically damage White owned businesses,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Firebomb,0,0,0,0,0,0,Minor (likely < $1 million),"James Currin Antiques, a White owned business, was firebombed minutes before the incident, around 12:00 AM, as part of diversionary tactic.  Two weeks before the firebombing, there was a racial slaying of an African American in Oxford which resulted in numerous demonstrations and riots.  Other incidents in Oxford include 197005260001, 197005260002, 197005140004, and 197005130003.","Timothy B. Tyson, ""Blood Dones Sign My Name,"" Crown Publishers, 2004.",Hewitt Project,-9,-9,0,-9,None
197005260001,1970-05-26,0,North Carolina,Oxford,36.312,-78.5882,1.0,0,"5/26/1970: In a series of related incidents, unknown African American perpetrators firebombed the Planter's Warehouse in Oxford, North Carolina, United States. There were no casualties but the tobacco warehouse was destroyed resulting in a net loss of $5,000,000. This incident took place during heightened racial tensions in Oxford.",1,1,1,1,0,Facility/Infrastructure Attack,Business,Industrial/Textiles/Factory,White owned tobacco business in Oxford North Carolina,Planter's Warehouse,United States,Black Nationalists,To protest the White establishment in Oxford North Carolina and economically damage White owned businesses,0.0,-99,0,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Bricks thrown through the windows of the warehouse followed by Molotov cocktails consisting of gasoline and Tide washing powder,0,0,0,0,0,0,Major (likely >= $1 million but < $1 billion),"This is part of a multiple attack with 197005260002.  The combined damage from both incidents was $5,000,000.   The perpetrators were Vietnam War veterans who used military tactics in the operation.  To set up a diversion, four other White owned businesses and homes were firebombed on the same night.  Two weeks before the firebombing, there was a racial slaying of an African American in Oxford which resulted in numerous demonstrations and riots.  Other incidents in Oxford include 197005130003, 197005140004, and 197005250001.","Timothy B. Tyson, ""Blood Dones Sign My Name,"" Crown Publishers, 2004.",Hewitt Project,-9,-9,0,-9,"197005260001, 197005260002"
197005260002,1970-05-26,0,North Carolina,Oxford,36.312,-78.5882,1.0,0,"5/26/1970: In a series of related incidents, unknown African American perpetrators firebombed Owen Warehouse Number Two in Oxford, North Carolina, United States. There were no casualties but the tobacco warehouse was destroyed resulting in a net loss of $5,000,000. This incident took place during heightened racial tensions in Oxford.",1,1,1,1,0,Facility/Infrastructure Attack,Business,Industrial/Textiles/Factory,White owned tobacco business in Oxford North Carolina,Owen Warehouse Number Two,United States,Black Nationalists,To protest the White establishment in Oxford North Carolina and economically damage White owned businesses,0.0,-99,-99,0.0,Incendiary,Molotov Cocktail/Petrol Bomb,Bricks thrown through the windows of the warehouse followed by Molotov cocktails consisting of gasoline and Tide washing powder,0,0,0,0,0,0,Major (likely >= $1 million but < $1 billion),"This is part of a multiple attack with 197005260001.  The combined damage from both incidents was $5,000,000.   The perpetrators were Vietnam War veterans who used military tactics in the operation.  To set up a diversion, four other White owned businesses and homes were firebombed on the same night.  Two weeks before the firebombing, there was a racial slaying of an African American in Oxford which resulted in numerous demonstrations and riots.  Other incidents in Oxford include 197005130003, 197005140004, and 197005250001.","Timothy B. Tyson, ""Blood Dones Sign My Name,"" Crown Publishers, 2004.",Hewitt Project,-9,-9,0,-9,"197005260001, 197005260002"
